region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr4:142264029-142264365	chr4	142264029	142264365	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142699891-142700235	chr4	142699891	142700235	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142096012-142096403	chr4	142096012	142096403	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142555607-142555973	chr4	142555607	142555973	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142394516-142394966	chr4	142394516	142394966	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142078865-142079329	chr4	142078865	142079329	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142392699-142393097	chr4	142392699	142393097	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142416109-142416587	chr4	142416109	142416587	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142411432-142411885	chr4	142411432	142411885	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142031991-142032509	chr4	142031991	142032509	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142452958-142453478	chr4	142452958	142453478	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142042295-142042807	chr4	142042295	142042807	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142047740-142048214	chr4	142047740	142048214	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142393614-142394197	chr4	142393614	142394197	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142262662-142263199	chr4	142262662	142263199	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142292080-142292594	chr4	142292080	142292594	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142197463-142198087	chr4	142197463	142198087	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142847679-142848369	chr4	142847679	142848369	4q	q31.21			1				
chr4:142849401-142850167	chr4	142849401	142850167	4q	q31.21			1				
chr4:142190660-142191350	chr4	142190660	142191350	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142062463-142063190	chr4	142062463	142063190	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142551951-142552761	chr4	142551951	142552761	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142138898-142139704	chr4	142138898	142139704	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142157160-142157940	chr4	142157160	142157940	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142550036-142551046	chr4	142550036	142551046	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142265227-142266143	chr4	142265227	142266143	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142368727-142369607	chr4	142368727	142369607	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142541650-142542845	chr4	142541650	142542845	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142315106-142316467	chr4	142315106	142316467	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142316865-142318191	chr4	142316865	142318191	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142202412-142203793	chr4	142202412	142203793	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142123969-142125682	chr4	142123969	142125682	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142143900-142145814	chr4	142143900	142145814	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142300519-142302269	chr4	142300519	142302269	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142163336-142167687	chr4	142163336	142167687	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:150865889-150870891	chr4	150865889	150870891	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150970902-150973681	chr4	150970902	150973681	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150974351-150975525	chr4	150974351	150975525	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150488313-150488508	chr4	150488313	150488508	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150816314-150816523	chr4	150816314	150816523	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150351378-150351604	chr4	150351378	150351604	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150302877-150303119	chr4	150302877	150303119	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150961880-150962232	chr4	150961880	150962232	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150759659-150759979	chr4	150759659	150759979	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150651515-150651924	chr4	150651515	150651924	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150670813-150671312	chr4	150670813	150671312	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150969347-150969824	chr4	150969347	150969824	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150299291-150299749	chr4	150299291	150299749	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150813146-150813762	chr4	150813146	150813762	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150649850-150650446	chr4	150649850	150650446	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150871885-150872584	chr4	150871885	150872584	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150927472-150928218	chr4	150927472	150928218	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150884254-150885171	chr4	150884254	150885171	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:150361866-150363086	chr4	150361866	150363086	4q	q31.3			1	LRBA	coding,nonCoding	protein_coding	Y
chr4:152499199-152504320	chr4	152499199	152504320	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152508179-152509788	chr4	152508179	152509788	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152462259-152463952	chr4	152462259	152463952	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152532544-152533251	chr4	152532544	152533251	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152099348-152100049	chr4	152099348	152100049	4q	q31.3			1	LINC02273	nonCoding	lncRNA	N
chr4:152350093-152350988	chr4	152350093	152350988	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152780402-152781246	chr4	152780402	152781246	4q	q31.3			1	ARFIP1	coding	protein_coding	N
chr4:152552837-152553896	chr4	152552837	152553896	4q	q31.3			1				
chr4:152101428-152102498	chr4	152101428	152102498	4q	q31.3			1	LINC02273	nonCoding	lncRNA	N
chr4:152486111-152487252	chr4	152486111	152487252	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152455955-152457287	chr4	152455955	152457287	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152078301-152079684	chr4	152078301	152079684	4q	q31.3			1				
chr4:152536961-152539032	chr4	152536961	152539032	4q	q31.3			1	MIR4453HG	nonCoding	lncRNA	N
chr4:152387445-152387643	chr4	152387445	152387643	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152282400-152282590	chr4	152282400	152282590	4q	q31.3			1				
chr4:152790519-152790720	chr4	152790519	152790720	4q	q31.3			1	ARFIP1	coding	protein_coding	N
chr4:152371955-152372169	chr4	152371955	152372169	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152623389-152623606	chr4	152623389	152623606	4q	q31.3			1	TMEM154	coding,nonCoding	protein_coding	N
chr4:152488527-152488773	chr4	152488527	152488773	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152469241-152469478	chr4	152469241	152469478	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152496689-152496924	chr4	152496689	152496924	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152736836-152737083	chr4	152736836	152737083	4q	q31.3			1				
chr4:152778198-152778470	chr4	152778198	152778470	4q	q31.3			1	TIGD4	coding	protein_coding	N
chr4:152024264-152024524	chr4	152024264	152024524	4q	q31.3			1				
chr4:152805206-152805472	chr4	152805206	152805472	4q	q31.3			1	ARFIP1	coding	protein_coding	N
chr4:152377861-152378103	chr4	152377861	152378103	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152458171-152458501	chr4	152458171	152458501	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152782616-152782909	chr4	152782616	152782909	4q	q31.3			1	ARFIP1	coding	protein_coding	N
chr4:152097266-152097587	chr4	152097266	152097587	4q	q31.3			1	LINC02273	nonCoding	lncRNA	N
chr4:152497965-152498367	chr4	152497965	152498367	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152384925-152385332	chr4	152384925	152385332	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152504549-152505029	chr4	152504549	152505029	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152531025-152531517	chr4	152531025	152531517	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152408882-152409380	chr4	152408882	152409380	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152385407-152386025	chr4	152385407	152386025	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152678705-152679207	chr4	152678705	152679207	4q	q31.3		TMEM154	1	TMEM154	coding,nonCoding	protein_coding	N
chr4:152077497-152078135	chr4	152077497	152078135	4q	q31.3			1				
chr4:152849684-152850297	chr4	152849684	152850297	4q	q31.3			1	ARFIP1	coding	protein_coding	N
chr4:152517235-152517862	chr4	152517235	152517862	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152540294-152540889	chr4	152540294	152540889	4q	q31.3			1				
chr4:152011294-152012052	chr4	152011294	152012052	4q	q31.3			1				
chr4:152677224-152677978	chr4	152677224	152677978	4q	q31.3		TMEM154	1	TMEM154	coding,nonCoding	protein_coding	N
chr4:152108053-152108709	chr4	152108053	152108709	4q	q31.3			1	LINC02273	nonCoding	lncRNA	N
chr4:152505885-152506624	chr4	152505885	152506624	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152098087-152098867	chr4	152098087	152098867	4q	q31.3			1	LINC02273	nonCoding	lncRNA	N
chr4:152524709-152525398	chr4	152524709	152525398	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152353525-152354284	chr4	152353525	152354284	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152641217-152642068	chr4	152641217	152642068	4q	q31.3		TMEM154	1	TMEM154	coding,nonCoding	protein_coding	N
chr4:152383158-152383901	chr4	152383158	152383901	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152409471-152410554	chr4	152409471	152410554	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152251405-152252304	chr4	152251405	152252304	4q	q31.3			1				
chr4:152373301-152374141	chr4	152373301	152374141	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152420612-152421467	chr4	152420612	152421467	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152786600-152787406	chr4	152786600	152787406	4q	q31.3			1	ARFIP1	coding	protein_coding	N
chr4:152642354-152643350	chr4	152642354	152643350	4q	q31.3		TMEM154	1	TMEM154	coding,nonCoding	protein_coding	N
chr4:152555153-152556085	chr4	152555153	152556085	4q	q31.3			1				
chr4:152526801-152527795	chr4	152526801	152527795	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152103480-152104781	chr4	152103480	152104781	4q	q31.3			1	LINC02273	nonCoding	lncRNA	N
chr4:152559356-152560567	chr4	152559356	152560567	4q	q31.3			1				
chr4:152388498-152390096	chr4	152388498	152390096	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152465826-152467843	chr4	152465826	152467843	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152514210-152516231	chr4	152514210	152516231	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152459366-152461348	chr4	152459366	152461348	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152482900-152485041	chr4	152482900	152485041	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152414467-152417044	chr4	152414467	152417044	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152520807-152523353	chr4	152520807	152523353	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr4:152445830-152448452	chr4	152445830	152448452	4q	q31.3		FBXW7	1	FBXW7	coding,nonCoding	protein_coding	N
chr5:39191791-39220217	chr5	39191791	39220217	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39154321-39168388	chr5	39154321	39168388	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39170349-39186945	chr5	39170349	39186945	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39146856-39151317	chr5	39146856	39151317	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39187879-39190874	chr5	39187879	39190874	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39053537-39062469	chr5	39053537	39062469	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39136970-39141530	chr5	39136970	39141530	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39568916-39570507	chr5	39568916	39570507	5p	p13.1	FRA5A, FRA5E		1				
chr5:39712321-39715509	chr5	39712321	39715509	5p	p13.1	FRA5A, FRA5E		1				
chr5:39069243-39072824	chr5	39069243	39072824	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39127145-39131775	chr5	39127145	39131775	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39063501-39068808	chr5	39063501	39068808	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39152707-39153092	chr5	39152707	39153092	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39110091-39110586	chr5	39110091	39110586	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39709291-39710137	chr5	39709291	39710137	5p	p13.1	FRA5A, FRA5E		1				
chr5:39075607-39076975	chr5	39075607	39076975	5p	p13.1	FRA5A, FRA5E		1				
chr5:39049508-39050967	chr5	39049508	39050967	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39273765-39276651	chr5	39273765	39276651	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39283137-39286722	chr5	39283137	39286722	5p	p13.1	FRA5A, FRA5E		1	C9	coding,nonCoding	protein_coding	N
chr5:39132171-39132395	chr5	39132171	39132395	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39320580-39320785	chr5	39320580	39320785	5p	p13.1	FRA5A, FRA5E		1	C9	coding,nonCoding	protein_coding	N
chr5:39660322-39660518	chr5	39660322	39660518	5p	p13.1	FRA5A, FRA5E		1				
chr5:39293755-39293988	chr5	39293755	39293988	5p	p13.1	FRA5A, FRA5E		1	C9	coding,nonCoding	protein_coding	N
chr5:39143165-39143387	chr5	39143165	39143387	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39122368-39122579	chr5	39122368	39122579	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39002871-39003113	chr5	39002871	39003113	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39566618-39566875	chr5	39566618	39566875	5p	p13.1	FRA5A, FRA5E		1				
chr5:39403064-39403298	chr5	39403064	39403298	5p	p13.1	FRA5A, FRA5E		1	DAB2	coding,nonCoding	protein_coding	N
chr5:39044564-39044839	chr5	39044564	39044839	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39487636-39487900	chr5	39487636	39487900	5p	p13.1	FRA5A, FRA5E		1				
chr5:39407468-39407714	chr5	39407468	39407714	5p	p13.1	FRA5A, FRA5E		1	DAB2	coding,nonCoding	protein_coding	N
chr5:39226603-39226860	chr5	39226603	39226860	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39132841-39133095	chr5	39132841	39133095	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39082147-39082450	chr5	39082147	39082450	5p	p13.1	FRA5A, FRA5E		1				
chr5:39256734-39257011	chr5	39256734	39257011	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39477619-39477918	chr5	39477619	39477918	5p	p13.1	FRA5A, FRA5E		1				
chr5:39425855-39426273	chr5	39425855	39426273	5p	p13.1	FRA5A, FRA5E		1	DAB2	coding,nonCoding	protein_coding	N
chr5:39670638-39671005	chr5	39670638	39671005	5p	p13.1	FRA5A, FRA5E		1				
chr5:39073693-39074039	chr5	39073693	39074039	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39571546-39571969	chr5	39571546	39571969	5p	p13.1	FRA5A, FRA5E		1				
chr5:39046519-39046911	chr5	39046519	39046911	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39022967-39023436	chr5	39022967	39023436	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39580557-39581148	chr5	39580557	39581148	5p	p13.1	FRA5A, FRA5E		1				
chr5:39029303-39029820	chr5	39029303	39029820	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39135198-39135746	chr5	39135198	39135746	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39025364-39026101	chr5	39025364	39026101	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39133371-39134123	chr5	39133371	39134123	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39924802-39925471	chr5	39924802	39925471	5p	p13.1	FRA5A, FRA5E		1	LINC00603	nonCoding	lncRNA	N
chr5:39008653-39009441	chr5	39008653	39009441	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39047544-39048360	chr5	39047544	39048360	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39122670-39123425	chr5	39122670	39123425	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39551599-39552437	chr5	39551599	39552437	5p	p13.1	FRA5A, FRA5E		1				
chr5:39577869-39578655	chr5	39577869	39578655	5p	p13.1	FRA5A, FRA5E		1				
chr5:39000478-39001417	chr5	39000478	39001417	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39051308-39052237	chr5	39051308	39052237	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39013703-39014757	chr5	39013703	39014757	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39103784-39104980	chr5	39103784	39104980	5p	p13.1	FRA5A, FRA5E		1				
chr5:39020389-39021338	chr5	39020389	39021338	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:39579346-39580443	chr5	39579346	39580443	5p	p13.1	FRA5A, FRA5E		1				
chr5:39097605-39098862	chr5	39097605	39098862	5p	p13.1	FRA5A, FRA5E		1				
chr5:39124510-39125716	chr5	39124510	39125716	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39280319-39281579	chr5	39280319	39281579	5p	p13.1	FRA5A, FRA5E		1				
chr5:39079096-39080635	chr5	39079096	39080635	5p	p13.1	FRA5A, FRA5E		1				
chr5:39271312-39272896	chr5	39271312	39272896	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39114703-39116311	chr5	39114703	39116311	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39143672-39145525	chr5	39143672	39145525	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39118231-39120859	chr5	39118231	39120859	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39105944-39109121	chr5	39105944	39109121	5p	p13.1	FRA5A, FRA5E		1	FYB1	coding,nonCoding	protein_coding	N
chr5:39003544-39007261	chr5	39003544	39007261	5p	p13.1	FRA5A, FRA5E		1	RICTOR	coding,nonCoding	protein_coding	N
chr5:40674193-40691844	chr5	40674193	40691844	5p	p13.1	FRA5A, FRA5E	PTGER4	2	PTGER4,TTC33	coding	protein_coding	N
chr5:40435062-40439155	chr5	40435062	40439155	5p	p13.1	FRA5A, FRA5E		1				
chr5:40440136-40441855	chr5	40440136	40441855	5p	p13.1	FRA5A, FRA5E		1				
chr5:40407146-40408168	chr5	40407146	40408168	5p	p13.1	FRA5A, FRA5E		1				
chr5:40383417-40384389	chr5	40383417	40384389	5p	p13.1	FRA5A, FRA5E		1				
chr5:40754804-40755702	chr5	40754804	40755702	5p	p13.1	FRA5A, FRA5E	TTC33	1	TTC33	coding	protein_coding	N
chr5:40400898-40402035	chr5	40400898	40402035	5p	p13.1	FRA5A, FRA5E		1				
chr5:40670012-40672659	chr5	40670012	40672659	5p	p13.1	FRA5A, FRA5E		1	TTC33	coding	protein_coding	N
chr5:40652372-40654929	chr5	40652372	40654929	5p	p13.1	FRA5A, FRA5E		1	TTC33	coding	protein_coding	N
chr5:40833623-40836567	chr5	40833623	40836567	5p	p13.1	FRA5A, FRA5E	SNORD72, RPL37	1	RPL37	coding	protein_coding	N
chr5:40402940-40406584	chr5	40402940	40406584	5p	p13.1	FRA5A, FRA5E		1				
chr5:40393797-40393994	chr5	40393797	40393994	5p	p13.1	FRA5A, FRA5E		1				
